ID_PRODUCTO,NOMBRE,CATEGORIA,MARCA
B0B5F9SZW7,"fitbit inspire 3 health &-fitness-tracker with stress management, workout intensity, sleep tracking, 24/7 heart rate and more, midnight zen/black one size (s & l bands included)",tools & home improvement,Fitbit
B0BBYSLL3V,"denon avr-x3800h 9.4-ch 8k uhd avr home theater stereo receiver, (105w x 9) built-in bluetooth wi-fi & heos multi-room streaming dolby atmos dts:x imax enhanced & auro 3d",kitchen,Denon
B0BS1T9J4Y,"television garmin forerunner 265 running smartwatch, colorful amoled display, training metrics and recovery insights, black and powder ",electronics,Garmin
B0BNWCWG7L,"juguete lego icons the lord of the rings: rivendell building set for adults, ages 18+ - lotr bedroom or home decor - gift for men & women - 10316",personal computers,LEGO
B0CDQM55C9,"monitor samsung 57"" odyssey neo g9 (g95nc) series dual 4k uhd 1000r curved gaming monitor, 240hz, 1ms with displayport 2.1, quantum mini-led, displayhdr 1000, amd freesync premium pro, ls57cg952nnxza",electronics,Samsung
B0CFSX431Z,software quicken classic deluxe for new subscribers,electronics,Quicken
B0D45PK5V4,"articulo de cocina ninja luxe cafe premier 3-in-1 espresso machine, drip coffee, & rapid c",electronics,Ninja
B0DVWW66H7,pantalla tcl 98 inch class qm7k series smart tv,toy,TCL
B0F53CZ4WT,pantalla tcl 65 inch class qm8k series smart tv,personal computers,TCL
B0CGVSKR1G,"amazon kindle colorsoft 16 gb (newest model)  –  with color display that brings covers and content to life, now highlight in color  –  no a",software download,Amazon
B0F7Z4QZTT,"television amazon fire tv stick 4k plus (newest model) with ai-powered fire tv search, wi-fi 6, stream hundreds of thousands of movies and shows, free & live tv, find shows faster with al",product bundle,Amazon
B0FT99KCV8,"microfono samsung p9 express microsd express card, 256gb microsdxc memory card, up to 800 mb/s, for nintendo-switch 2, (mb mk256t",kitchen,Samsung
B0FY77GFRN,"laptop lenovo legion loq ai-powered gaming laptop - intel core i7-13650hx - 15.6"" fhd ips display, 144hz - geforce rtx 5050-16gb memory - 1tb storage - g-sync - luna grey",electronics,Lenovo
B0060UHDB8,"memoria ram urban accents popcorn season caramel corn, 2.25 oz",electronics,Urban Accents
B00FILC2B6,libro electronico the real crash: america's coming bankruptcy: how to save yourself and your cou,electronics,Amazon
B00Z9MUNQK,libro electronico refuge in hell: how berlin's jewish hospital outlasted the n,electronics,Amazon
B071J4KHDQ,libro electronico 6th grade nickname ,personal computers,Amazon
B00IQOJBTS,libro electronico thief (robin monarch series boo,personal computers,Amazon
B0D7D3LHCH,disco de vinilo little man,health and beauty,Universal Music
B0D4NJW9P9,libro electronico knot giving up : pack hart olympic omegaverse part 1 (olympicve,kindle edition,Amazon
B00J90C604,libro electronico suspicion of innoc,kindle edition,Amazon
B003JTHYB2,libro electronico cold magic (the spiritwalker trilogy boo,kindle edition,Amazon
B0CVMCDKWQ,"blue buffalo delectables natural wet dog food topper variety pack, tasty chicken, hearty beef, tender turkey, & savory lamb dinner 3-oz (24 pack- 6 of each flavor)",apparel,Blue Buffalo
B008PE3WKI,libro electronico a quiet american: the secret war of varian,kindle edition,Amazon
B09PLMX58J,producto de oficina youthefan nfl tennessee titans logo series desk pad,vinyl,YouTheFan
B000GIURIQ,"producto de salud y belleza optimum nutrition gold standard 100% whey protein powder, delicious strawberry, 2 pound (packaging may vary)",kindle edition,Optimum Nutrition
B0BLTDRRLF,"laptop crucial 32gb ddr5 ram kit (2x16gb), 5600mhz (or 5200mhz or 4800mhz) laptop memory 262-pin sodimm, compatible with intel core and amd ryzen 7000, black - ct2k16g56c46s5",kindle edition,Crucial
B0C33CHG99,"microfono cosori 9-in-1 turboblaze air fryer 6 qt, pfas-free ceramic coating, 90 – 450°f, precise heating for even results, air fry, roast, bake, broil, dry, frozen, proof, reheat, keep war",audio cd,Cosori
B0FDKR293G,"audifonos bose quietcomfort ultra bluetooth headphones (2nd gen), wireless headphones with spatial audio, over ear noise cancelling with mic, up to 30 hours of play time, b",kindle edition,Bose
B0GR6N18F6,juguete pokemon tcg: mega evolution – chaos rising elite t,kindle edition,Pokemon
B0CHPRCH3V,disco de vinilo pixel prison,target,Universal Music
B0BTQ836PN,articulo de cocina bali & pari bella modern bohemian natural mahogany wood and natural rattan 1-drawer nights,kindle edition,Bali & Pari
B000S1M5UY,libro electronico cirque du freak: allies of the night (cirque du freak: the saga of darren shan boo,office product,Amazon
B00BL3P5E6,libro electronico edge of never (the edge boo,kindle edition,Amazon
B0FQYM57F9,pelicula blu-ray scooby-doo on zombie island (terror time collector's edit,health and beauty,Warner Bros.
B01BOBYP68,libro electronico elite: a hunter novel (a hunter novel,personal computers,Amazon
B08TQJ9NZX,"television martin svensson home foundr"" tv stand, white stain with grey top",electronics,Martin Svensson Home
B0FS7Z12V7,pelicula blu-ray underneath: an anthology of terror [blu-,kitchen,Warner Bros.
B0FGPNLK6W,"articulo de cocina furinno basic book shelf, 4-tier bookcase with open shelf, bookshelf, cube storage organizer, 7 x 17 x 35, for living room, bedroom, home office, w",electronics,Furinno
B0D5FRXYMJ,"articulo de cocina chefman air fryer  –  4 qt compact airfryer for quick & easy meals, features hi-fry technology for extra crisp, easy-view window, touch controls with 4 presets, nonstick & dishwasher safe bask",toy,Chefman
B001EN58OU,libro electronico the eco chick guide to life: how to be fabulously g,vinyl,Amazon
B08J9FGGTS,libro electronico shattered galaxy: the complete after the galaxy series box set (scott bartlett space opera box sets boo,kitchen,Amazon
B0CDM579YK,"articulo de cocina lion brand yarn mandala impressions, bulky yarn, lakeside, 1 ",kindle edition,Lion Brand
B0DHS6FW9W,"microfono songmics ironing board, foldable iron board, height adjustable up to 35 inches, with 4 layered cover and pad, iron rest, hook, steel x-legs, for home, laundry room, dorm, midnight blue ullb00",kindle edition,SONGMICS
B0FZCYCMZJ,pelicula blu-ray shall we dance? [blu-,blu-ray,Warner Bros.
B00008CM6B,"articulo de cocina cuisinart 5.5 quart saute pan w/ cover, stainless steel pan with lid, large kitchen pan, dishwasher safe, compatible with induction, electric, gas cooktops, oven safe saucepan, cool grip",kindle edition,Cuisinart
B00429N19W,"cyberpower cp1500pfclcd pfc sinewave ups battery backup and surge protector, 1500va/1000w, 12 outlets, avr, mini tower, ul certified",kitchen,CyberPower
B01DDIRDZA,"producto alimenticio core power elite high protein shake, chocolate, 42g bottle, 14oz, 12 pack",blu-ray,Core Power
B09GPYL7BJ,bocina sonos beam gen 2 - black - soundbar with dolby atmos,kitchen,Sonos
B09NHV3CK9,disco duro seagate ironwolf 4tb nas internal hard drive cmr 3.5 inch sata 6gb/s 5400 rpm 64mb cache for raid network attached storage rescue services (st4000vnz06/006),automotive,Seagate
B0C33XXS56,"audifonos sony wf-1000xm5 premium noise cancelling truly wireless bluetooth earbuds & in-ear headphones with alexa built-in, b",kitchen,Sony
B0CJ8ZHMVF,memoria ram corsair vengeance ddr5 ram 32gb (2x16gb) up to 6000mhz cl36-44-44-96 1.35v amd expo intel xmp 3.0 computer memory  –  grey (cmk32gx5m2e60,kindle edition,Corsair
B0DZ77D5HL,"tablet apple ipad 11-inch: a16 chip, 11-inch model, liquid retina display, 128gb, wi-fi 6, 12mp front/12mp back camera, touch id, all-day battery life  –  ",kindle edition,Apple
B0DSWJJRQX,powercolor reaper amd radeon rx 9070 xt 16gb gddr6,kitchen,PowerColor
B00DPOOC4S,"microfono switch sticks folding walking cane with seat for seniors & adults, 34 –  tall quad cane chair, lightweight aluminum frame - supports 220 lbs, ergonomic non-slip handle - travel & outdoor",kitchen,Switch Sticks
B0CGBW6191,"articulo de cocina sun zero oslo theater grade extreme total blackout rod pocket curtain panel"" x 95"", wine red",kindle edition,Sun Zero
B07195C1PJ,genesis 2ft x 4ft clear light panels (pack of 6),blu-ray,Genesis
B0CHR8SGT2,"leviton l1461-2c single-pole switch, white (pack of 2)",kitchen,Leviton
B0GR22BGSM,ýýlbum musical cd live at eden project 25/ 07/2023,electronics,Universal Music
B00I8289CI,"libro electronico the beatles lyrics: the stories behind the music, including the handwritten drafts of more than 100 classic beatles s",grocery,Amazon
B003J564M6,libro electronico spqr x: a point of law: a mystery (the spqr roman mysteries book,electronics,Amazon
B0GYY1F1R3,"impresora garvee rolling file cabinet with 3 drawers, wood mobile filing cabinet for home office, under desk printer stand with wheels, large file drawer, 2 locking casters, brown",personal computers,GarveeLife
B0D6BC15PL,"memoria ram garveelife hardtop gazebo 12 ft x12 ft for all weather, with double metal roof, aluminum alloy frame, net, and curtain, permanent building for patio, deck, backyard, lawn, and garden",electronics,GarveeLife
B004KKXX96,accesorio automotriz pro comp alloys pxa32 16x8 5x5.0 f-blk 0mm - pxa7032-6873,personal computers,Pro Comp
B0DXMJGQWC,"television samsung 65-inch class oled s90f 4k smart tv (2025 model) nq4 ai gen3 processor, upscaling pro, hdr +, motion xcelerator 144hz, vision, alexa buil",personal computers,Samsung
B0F1GFD44G,"bocina dell 27 plus 4k usb-c monitor - s2725qc - 27-inch 4k (3840 x 2160) 120hz 16:9 display, amd freesync premium, srgb 99%, integrated speakers, 1500:1 contrast ratio, comfortview - ash white",personal computers,Dell
B0G4SW3XXP,"smartphone samsung galaxy s26 ultra, unlocked android smartphone, 512gb, privacy display, galaxy ai, ai camera, super fast charging 3.0, durable battery, 2026, us 1 year warranty, black",kindle edition,Samsung
B0GR1493ZV,"laptop apple 2026 macbook air 13-inch laptop with m5 chip: built for ai, 13.6-inch liquid retina display, 16gb unified memory, 512gb ssd, 12mp center stage camera, touch id, wi-fi 7; sky blue",health and beauty,Apple
B01CNTOHB8,libro electronico in the dark,kitchen,Amazon
B0FZWN8QC7,disco de vinilo i confess,misc.,Universal Music
B07NH6958Z,"atn binox 4t 384x288, 1.25-5x smart hd thermal binoculars w/laser rangefinder, video record, wi-fi, e-compass, 16hrs+ battery power",product bundle,ATN
B0BZHTVHN5,memoria ram corsair vengeance rgb ddr5 ram 32gb (2x16gb) up to 6000mhz cl36-44-44-96 1.35v intel xmp 3.0 computer memory  –  black (cmh32gx5m2e60,audio cd,Corsair
B0DGJ7HYG1,"audifonos apple airpods 4 wireless earbuds, bluetooth headphones, with active noise cancellation, adaptive, transparency mode, personalized spatial audio, usb-c charging case, wireless charging, h2 ",kindle edition,Apple
B0DK3W6TV6,"tablet apple ipad mini (a17 pro): apple intelligence, 8.3-inch liquid retina display, 128gb, wi-fi 6e, 12mp front/12mp back camera, touch id, all-day battery life  –  spac",grocery,Apple
B0CFPJYX7P,"amazon kindle paperwhite 16gb (newest model)  –  20% faster, with"" glare-free display and weeks of battery life  – ",kindle edition,Amazon
B0CNVCQZG1,"amazon kindle 16 gb (newest model) - lightest and most compact kindle, now with faster page turns, and higher contrast ratio, for an enhanced reading experience - matcha",kitchen,Amazon
B0DKFMSMYK,"computadora de escritorio amd ryzen 7 9800x3d 8-core, 16-thread desktop processor",lawn & patio,AMD
B0DSR9CHB1,pantalla tcl 55 inch class qm6k series smart tv,automotive,TCL
B0DSRSTJ54,pantalla tcl 65 inch class qm6k series smart tv,electronics,TCL
B0DZ75TN5F,"tablet apple ipad 11-inch: a16 chip, 11-inch model, liquid retina display, 128gb, wi-fi 6, 12mp front/12mp back camera, touch id, all-day battery life i¿",personal computers,Apple
B0DS2QG2KW,"gigabyte radeon rx 9070 xt gaming oc 16g graphics card, pcie 5.0, 16gb gddr6, gv-r9070xtgaming oc-16gd video card",office product,GIGABYTE
B0DVX9RF7S,pantalla tcl 75 inch class qm7k series smart tv,personal computers,TCL
B0DVWXXRDL,pantalla tcl 55 inch class qm7k series smart tv,health and beauty,TCL
B0DYQM4BDB,"television lg 65-inch class oled evo ai 4k c5 series smart tv w/dolby atmos, dolby vision, hdr10, ai super upscaling 4k, filmmaker mode, wow orchestra, alexa built-in (oled65c5pua, 2",kindle edition,LG
B0F3PQHWTZ,"audifonos sony wh-1000xm6 the best noise canceling wireless headphones, hd nc processor qn3, 12 microphones, adaptive nc optimizer, mastered by engineers, studio-quality, 30-hour battery, b",vinyl,Sony
B0F3GWXLTS,videojuego nintendo switch 2 system,electronics,Nintendo
B0FQFB8FMG,"audifonos apple airpods pro 3 wireless earbuds, active noise cancellation, live translation, heart rate sensing, hearing aid feature, bluetooth headphones, spatial audio, high-fidelity sound, usb-c char",personal computers,Apple
B09SGQ1DZ7,alesis asp-1 mkii universal sustain pedal and momentary footswitch with 5ft cable and non-slip bottom,wireless phone accessory,Alesis
B0DK7NLDHL,"libro electronico game on: a reverse grumpy sunshine, hilarious female stalker, suspense spicy romance trilogy (gangsters paradise book",personal computers,Amazon
B0CWV8KGV3,"articulo de cocina insulated water bottle with strap,25 oz double wall stainless steel vacuum bottles metal water flask,turqu",electronics,Generic
B0FTZZV4DR,producto de salud y belleza marc jacobs daisy eau so fresh eau de toilette for women & body lotion trio gift set,electronics,Marc Jacobs
B0GT7CRZ93,"articulo de jardin worx cordless lawn m"" 40v electric mower with brushless motor, lightweight 2 in 1 push lawn mower with 6-position height adjustment for small yards, 2 batteries & charger included, wg735",personal computers,WORX
B0D2JCFF54,pelicula blu-ray kitty's vault klassics: high 5 ,electronics,Warner Bros.
B008FZLLR8,libro electronico midnight assassin: a murder in america's heart,electronics,Amazon
B0CDMJV2NN,"producto de oficina hallmark shoebox funny valentines day card for husband, wife, boyfriend, girlfriend, spouse (pet zone)",personal computers,Hallmark
B006FWNARM,articulo para el hogar the stupell home decor collection purple damask claw foot tub bathroom wall pl,personal computers,The Stupell Home Decor Collection
B0BW988GP1,herramienta nilight 7 pin round to 7 way rv blade trailer adapter connector wiring harness electric adapter plug connector for semi truck commercial vehicle pickup tractor,electronics,Nilight
B0F5PJ64CT,"articulo de cocina queen loft bed with stairs and wardrobe, queen size loft bed with desk and storage, heavy duty loft beds with charging station and light, game loft beds for adults, teens, kids, w",electronics,Generic
B0016HF5GK,"articulo de cocina bissell little green multi-purpose portable carpet and upholstery cleaner, car and auto detailer, with exclusive specialty tools, green, 1",electronics,BISSELL
B00540JS7C,"herramienta dewalt miter saw, 12-inch double bevel sliding compound miter saw with xps led shadow light system, includes blade wrench, material clamp and dust bag (dws780)",electronics,DEWALT
B015TKUPIC,"accesorio automotriz noco boost gb40: 1000a ultrasafe jump starter  –  12v lithium battery booster pack, portable jump box, power bank & jumper cables - for 6.0l gas and 3.0l diesel e",electronics,NOCO
B01N5UPTZS,"articulo de cocina breville bov900bss smart oven air fryer pro and convection oven, brushed stainless s",video game,Breville
B084ZTSMWF,disco duro seagate ironwolf 12tb nas internal hard drive hdd  –  cmr 3.5 inch sata 6gb/s 7200 rpm 256mb cache for raid network attached storage (st12000vnz008/st12000v,electronics,Seagate
B07PDZRQWY,"articulo de jardin ego power+ battery 56v,2.5ah -",electronics,EGO POWER+
B0B7CQ2CHH,"unidad ssd wd_black sn850x 4tb nvme ssd - m.2 2280, up to 7,300 mb/s read speeds, up to 6,300 mb/s write speeds, gaming expansion, high performance internal solid state drive - wds400t2x0e",kindle edition,WD_BLACK
B0BHJF2VRN,"unidad ssd samsung 990 pro ssd 1tb pcie 4.0 m.2 2280 internal solid state hard drive, seq. read speeds up to 7,450 mb/s for high end computing, gaming, and heavy duty workstations, mz-v9p1t0b/am",kitchen,Samsung
B0CCZ26B5V,"audifonos bose quietcomfort headphones - wireless bluetooth headphones, active over ear noise cancelling and mic, usb-c charging, deep bass, up to 24 hours of playtime, b",health and beauty,Bose
B0CGGYYK2D,bocina sonos move 2 - black - wireless portable bluetooth speaker,lawn & patio,Sonos
B0CT3SGHXL,"television garmin forerunner 165, running smartwatch, colorful amoled display, training metrics and recovery insights, b",blu-ray,Garmin
B0DBR3DZWG,unidad ssd kingston nv3 1tb m.2 2280 nvme ssd,kindle edition,Kingston
B0D2LZYQ2M,articulo de cocina ninja slushi frozen drink & slushie machine with rapidchill techno,office product,Ninja
B0CTL2QFN7,"ego power+ cordless electric lawn mower, self-propelled, includes 56v 7.5ah battery and rapid charger (lm2135sp) plus extra 5.0ah battery (ba2800t)",home,EGO POWER+
1234,lapicera,tools & home improvement,Temu
B0CRLF89RD,libro electronico addis ababa noir (akashic n,lawn & patio,Amazon
B09B2RXSYY,libro electronico no more police: a case for aboli,kitchen,Amazon
B001MT5NSC,libro electronico betrayal: the crisis in the catholic church: the findings of the investigation that inspired the major motion picture spotl,kindle edition,Amazon
B0G228YS3J,libro electronico safe with ,kitchen,Amazon
B073XS793S,articulo deportivo 7' golf cart enclosure cover for 2-seater by trademark innovat,tools & home improvement,Trademark Innovations
B0DT1KZDBY,"producto de salud y belleza darigold ready to drink chocolate protein shake, 30g protein, no added sugar, lactose free, only 170 calories, electrolytes, gluten free - 14oz bottles 12 pack",automotive,Darigold
B000BPC7DM,"ýýlbum musical cd the complete motown singles, vol. 3",kitchen,Universal Music
B00AKICENS,prenda de vestir youthefan ncaa auburn tigers classic series 3-piece bbq set,personal computers,YouTheFan
B07333F2GF,articulo de cocina,lawn & patio,FDW
B0FV12FK2Q,"producto de salud y belleza marc jacobs daisy love eau de toilette 3-pc set (daisy love women's eau de toilette 3.3oz  –  travel spray 0.33oz  –  body lotion for women 2.5oz) notes of cloudberries, daisy petals, a",personal computers,Marc Jacobs
B01704EQBM,"prenda de vestir kimberly-clark spring green nitrile exam gloves (43437), 4.7 mil, ambidextrous, 9.5 – , xs, 200 gloves",personal computers,Kimberly-Clark
B0CG19QXWD,"camara dji osmo pocket 3, vlogging cameras with 1'' cmos & 4k/120fps vlog camera, 3-axis stabilization, fast focusing, face/object tracking, digital vlogging camera for you",electronics,DJI
B09V3CPSCQ,accesorio automotriz westin 57-23955 hdx 3-piece grille guard fits 2019-2026 silverado 1500 and 2022 silverado 1500 ltd (exc zr2 and 2019 ld)(exc with sensors),electronics,Westin
B01N0F5LNK,"libro electronico the beeswax workshop: how to make your own natural candles, cosmetics, cleaners, soaps, healing balms and ",electronics,Amazon
B08DMLZQXW,"producto alimenticio twinings holiday variety pack tea bags, christmas tea, winter spice, gingerbread joy, peppermint cheer, 20 count (pack of 4), enjoy hot or iced, 80 teabags",personal computers,Twinings
B0DYQFW6TR,"television lg 77-inch class oled evo ai 4k c5 series smart tv w/dolby atmos, dolby vision, hdr10, ai super upscaling 4k, filmmaker mode, wow orchestra, alexa built-in (oled77c5pua, 2",kitchen,LG
B01ATK2G0M,"articulo de jardin design toscano asian dragon of the great wall garden statue, large 29 inch long, cast stone resin, green bronze verdigri",escolar,Design Toscano
